datetime,avg cpu reading,max cpu reading,avg cpu VMTable,max cpu VMTable,p95_max_cpu,core count,memory (gb)
2016-11-16 03:25:00,1096274.6564880065,2096526.3296230384,551875.7267192466,3959009.072977989,2033734.394156996,124135,329835.0
2016-11-16 03:30:00,1073246.7230000077,2030914.4752290167,551196.229374272,3958194.288561988,2032982.8847179965,124009,329231.5
2016-11-16 03:35:00,1068473.23573499,2023604.0105260075,551079.9191139884,3959109.080877985,2034209.359843997,124032,329233.75
2016-11-16 03:40:00,1075103.317537006,2023132.790106028,550066.4004662839,3955263.0600109855,2030698.624151997,123854,328710.25
2016-11-16 03:45:00,1065596.8556710086,2011575.8312109844,548953.0659889809,3952760.337025987,2028538.5845749967,123833,328858.0
2016-11-16 03:50:00,1063065.4201450003,1997749.560514985,548539.5527861122,3952371.1117139854,2027578.8337859963,123916,329033.75
2016-11-16 03:55:00,1088123.2587319915,2033270.21179601,546898.355233956,3946364.7204739857,2022339.2949799956,123750,328783.25
2016-11-16 04:00:00,1071904.8874199886,2014235.7078690084,545182.1159990047,3939966.277609982,2016531.438121996,123477,328303.5
2016-11-16 04:05:00,1073227.3013459991,2015329.1783270168,544769.2310447015,3939706.880380984,2017582.3522299973,123371,328121.0
2016-11-16 04:10:00,1093776.508662003,2050262.8483609988,543944.7496550077,3937145.7989049815,2015025.0847659963,123225,327823.5
2016-11-16 04:15:00,1102017.7345489971,2066091.532392,543410.9311565538,3935575.954523982,2013817.917414996,123119,327597.0
2016-11-16 04:20:00,1100262.454410986,2062488.8436979912,542804.0421135657,3932865.639238981,2011682.606929996,123017,327412.5
2016-11-16 04:25:00,1130185.6310330206,2146585.4538550004,542854.5394366926,3933121.1763789807,2011162.2373469963,123025,327425.5
2016-11-16 04:30:00,1093172.837527005,2068863.2838429983,545641.3795929519,3946467.9360329793,2023186.189686996,123154,327779.25
2016-11-16 04:35:00,1086500.9631650045,2050516.2243519616,545815.2727496062,3953355.303189979,2028577.094833996,123331,328348.0
2016-11-16 04:40:00,1090316.1006409945,2053039.627371988,546587.6337488921,3959704.930182982,2033515.068818996,123553,328666.5
2016-11-16 04:45:00,1084622.5218279914,2043988.9822059872,545253.6561026244,3954715.5337639847,2028914.7062099967,123499,328486.0
2016-11-16 04:50:00,1082797.6034009934,2033072.627018968,546702.6915084673,3959284.2272289866,2032071.411464999,123579,328665.0
2016-11-16 04:55:00,1076871.9047960113,2042700.5002329976,545961.8179533974,3958816.556961985,2030398.276303998,123493,328522.5
2016-11-16 05:00:00,1056629.3316310034,2006220.372343003,544981.8108009954,3953635.2536849855,2027168.7951289967,123353,328197.5
2016-11-16 05:05:00,1053482.275509999,2012749.131376974,544928.078460279,3958505.654431988,2028588.9231599967,123721,328841.5
2016-11-16 05:10:00,1073809.9600429996,2059814.602482015,544771.703947288,3959777.3176679863,2028928.6963509968,123693,329446.5
2016-11-16 05:15:00,1074253.936589994,2056488.892083008,543856.0696936101,3957570.279531989,2025685.247665997,124007,332140.0
2016-11-16 05:20:00,1079622.2414099982,2064507.545213989,542465.3493722968,3954315.293707987,2022606.6813759964,123913,332140.5
